"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","pointsDiff"
"178","Ole Miss","Tulsa",-98,-46.7767518340501,3.5,207,15,-0.449999999999999,-25,0,0.0580000000000001,5,209,118,2.1,-1,-1,0.037828947368421,-20.5,-1500,62.5,8
"179","Texas A&M","Arkansas",-6,0,-2,-153,-227,-2.2,-35,0.5,-0.2,-4,-171,-193,-0.7,-67,0,-0.357142857142857,-2,-135,48,2
"180","Arkansas","Texas A&M",6,0,2,153,227,2.2,35,-0.5,0.2,4,171,193,0.7,67,0,0.357142857142857,2,115,48,-2
"181","Missouri","Auburn",11,0,1.5,44,-6.5,-1.6,0,0,-0.00600000000000001,1,-25,-193,-3.7,-15,0,-0.068760611205433,6.5,230,51.5,-3
"182","Auburn","Missouri",-11,0,-1.5,-44,6.5,1.6,0,0,0.00600000000000001,-1,25,193,3.7,15,0,0.068760611205433,-6.5,-280,51.5,3
"183","Northwestern","Miami (OH)",2,-61.7437570303709,1,56,283,2.1,5.5,1,0.0860000000000001,1,9,328,1.5,-9,2,0.15,-6.5,-260,50.5,-3
"184","Miami (OH)","Northwestern",-2,61.7437570303709,-1,-56,-283,-2.1,-5.5,-1,-0.0860000000000001,-1,-9,-328,-1.5,9,-2,-0.15,6.5,215,50.5,3
"185","Liberty","Akron",-46,-26.286614173228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5,-6000,58,9
"186","Akron","Liberty",46,26.286614173228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,1325,58,-9
"187","San Diego State","Toledo",-2,-12.7250757116895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,46.5,3
"188","Toledo","San Diego State",2,12.7250757116895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150,46.5,-3
"189","San José State","Western Michigan",-27,-12.7250757116895,-0.667,-78.667,12,1.067,-21,-2.333,0.089,1,4,149,0.100000000000001,21,-3,0.231578947368421,-3.5,-240,51.5,28
"190","Western Michigan","San José State",27,12.7250757116895,0.667,78.667,-12,-1.067,21,2.333,-0.089,-1,-4,-149,-0.100000000000001,-21,3,-0.231578947368421,3.5,200,51.5,-28
"191","Georgia Southern","Ball State",-23,-16.5899254315061,2.5,67.5,83,-1.6,-29.5,1.5,-0.005,1,58,-29,-3.2,-16,2,-0.095,-8.5,-340,61.5,11
"192","Ball State","Georgia Southern",23,16.5899254315061,-2.5,-67.5,-83,1.6,29.5,-1.5,0.005,-1,-58,29,3.2,16,-2,0.095,8.5,270,61.5,-11
"193","Buffalo","Eastern Michigan",3,0,-1.5,-73.833,-103.833,-2.25,-26.667,-0.667,-0.0940000000000001,-2,-246,-121,-1.3,-3,3,-0.024118738404452,4.5,170,60.5,19
"194","Eastern Michigan","Buffalo",-3,0,1.5,73.833,103.833,2.25,26.667,0.667,0.0940000000000001,2,246,121,1.3,3,-3,0.024118738404452,-4.5,-200,60.5,-19
"195","Penn State","Central Michigan",-99,-61.7437570303709,1,90.833,38,1.283,-17,-0.667,0.0650000000000001,3,164,129,4.3,0,-1,0.260869565217392,-26,-5000,61,19
"196","Central Michigan","Penn State",99,61.7437570303709,-1,-90.833,-38,-1.283,17,0.667,-0.0650000000000001,-3,-164,-129,-4.3,0,1,-0.260869565217392,26,1300,61,-19
"197","Boston College","Florida State",71,0,-1,-144,-190,-3.25,-17.5,0.5,-0.095,-1,-185,-300,-5.5,-10,-1,-0.144880174291939,16.5,650,48.5,-30
"198","Florida State","Boston College",-71,0,1,144,190,3.25,17.5,-0.5,0.095,1,185,300,5.5,10,1,0.144880174291939,-16.5,-1100,48.5,30
"199","Wake Forest","Clemson",41,0,-2,-33,20.5,2.45,40.5,0.5,0.024,-2,-98,-32,0.600000000000001,60,1,-0.0143540669856459,7,235,56.5,-6
"200","Clemson","Wake Forest",-41,0,2,33,-20.5,-2.45,-40.5,-0.5,-0.024,2,98,32,-0.600000000000001,-60,-1,0.0143540669856459,-7,-285,56.5,6
"201","West Virginia","Virginia Tech",-9,-10.1447619047619,0.5,22.5,140.5,1.65,6,-0.5,0.025,0,2,217,3.3,40,2,0.0599999999999999,-3,-145,53,23
"202","Virginia Tech","West Virginia",9,10.1447619047619,-0.5,-22.5,-140.5,-1.65,-6,0.5,-0.025,0,-2,-217,-3.3,-40,-2,-0.0599999999999999,3,125,53,-23
"203","Middle Tennessee","Miami",56,49.131186440678,1,-112,-142.5,-0.3,-7,0.5,0.173,2,-61,-12,1.5,-5,1,0.282676672920575,26,1300,53.5,14
"204","Miami","Middle Tennessee",-56,-49.131186440678,-1,112,142.5,0.3,7,-0.5,-0.173,-2,61,12,-1.5,5,-1,-0.282676672920575,-26,-5000,53.5,-14
"205","UCF","Georgia Tech",-29,30.4277966101695,3,198,270.5,1.85,15,1.5,-0.018,4,261,439,4.4,5,3,0.131944444444444,-18,-1200,57.5,17
"206","Georgia Tech","UCF",29,-30.4277966101695,-3,-198,-270.5,-1.85,-15,-1.5,0.018,-4,-261,-439,-4.4,-5,-3,-0.131944444444444,18,700,57.5,-17
"207","Syracuse","Virginia",-33,0,1.167,27.167,39.167,2.667,5.333,-3,0.201,-1,-104,-207,-1.7,-6,-3,-0.107207207207208,-9.5,-400,53.5,2
"208","Virginia","Syracuse",33,0,-1.167,-27.167,-39.167,-2.667,-5.333,3,-0.201,1,104,207,1.7,6,3,0.107207207207208,9.5,300,53.5,-2
"209","Kansas","Duke",3,-10.1447619047619,1.5,43.5,-52,-3.2,-20,-0.5,-0.056,0,59,-23,-3.1,-60,-1,0.067028985507246,-9,-330,64,8
"210","Duke","Kansas",-3,10.1447619047619,-1.5,-43.5,52,3.2,20,0.5,0.056,0,-59,23,3.1,60,1,-0.067028985507246,9,265,64,-8
"211","Oklahoma","Kansas State",10,0,2,101.5,244,3.95,19.5,0.5,0.0690000000000001,4,126,244,4.1,42,1,-0.044086021505377,-13,-550,53.5,-7
"212","Kansas State","Oklahoma",-10,0,-2,-101.5,-244,-3.95,-19.5,-0.5,-0.0690000000000001,-4,-126,-244,-4.1,-42,-1,0.044086021505377,13,390,53.5,7
"213","Iowa State","Baylor",25,0,-1,-6,99,1.05,-60.5,2,0.0669999999999999,0,11,174,2.2,-49,1,0.119047619047619,-1,-140,44.5,-7
"214","Baylor","Iowa State",-25,0,1,6,-99,-1.05,60.5,-2,-0.0669999999999999,0,-11,-174,-2.2,49,-1,-0.119047619047619,1,120,44.5,7
"215","Texas Tech","Texas",12,0,-0.5,-103,-4.5,-1.35,-2.5,3.5,-0.0680000000000001,-2,-244,-106,0,-19,4,-0.070778564206269,4.5,220,60.5,3
"216","Texas","Texas Tech",-12,0,0.5,103,4.5,1.35,2.5,-3.5,0.0680000000000001,2,244,106,0,19,-4,0.070778564206269,-4.5,-270,60.5,-3
"217","UNLV","Utah State",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-140,62,10
"218","Utah State","UNLV",-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,120,62,-10
"219","UTEP","Boise State",75,2.40964797913949,-0.333,-47.333,27.833,0.532999999999999,9.5,0.333,-0.165,1,-94,35,0.2,15,6,-0.157809983896941,15.5,525,46.5,17
"220","Boise State","UTEP",-75,-2.40964797913949,0.333,47.333,-27.833,-0.532999999999999,-9.5,-0.333,0.165,-1,94,-35,-0.2,-15,-6,0.157809983896941,-15.5,-800,46.5,-17
"221","BYU","Wyoming",-31,-13.5615384615385,0.667,-96.333,48.333,1.583,28.167,-1.333,0.0880000000000001,0,-119,24,0.4,44,-1,-0.0752916224814419,-21,-1800,51.5,14
"222","Wyoming","BYU",31,13.5615384615385,-0.667,96.333,-48.333,-1.583,-28.167,1.333,-0.0880000000000001,0,119,-24,-0.4,-44,1,0.0752916224814419,21,850,51.5,-14
"223","Nevada","Air Force",79,0,-0.5,-175.667,-128.833,0.0999999999999996,38.167,-1.167,0.286,0,-102,-121,-4.3,35,1,0,25,1250,48.5,-28
"224","Air Force","Nevada",-79,0,0.5,175.667,128.833,-0.0999999999999996,-38.167,1.167,-0.286,0,102,121,4.3,-35,-1,0,-25,-4500,48.5,28
"225","New Mexico State","Hawai'i",-18,-13.5615384615385,-0.5,35,-58.5,0.15,-20.5,0,-0.125,0,93,-62,-1.6,-24,-3,-0.270909090909091,-2,-200,55,19
"226","Hawai'i","New Mexico State",18,13.5615384615385,0.5,-35,58.5,-0.15,20.5,0,0.125,0,-93,62,1.6,24,3,0.270909090909091,2,170,55,-19
"227","South Florida","Louisville",75,30.4277966101695,1,81,-16.667,-3.433,-3.333,0.667,-0.184,0,34,-93,-3,-8,0,-0.1890756302521,13,390,64,-38
"228","Louisville","South Florida",-75,-30.4277966101695,-1,-81,16.667,3.433,3.333,-0.667,0.184,0,-34,93,3,8,0,0.1890756302521,-13,-550,64,38
"229","Wisconsin","Ohio State",16,0,-1,2,6,0.7,31,3,-0.125,-1,2,6,0.7,31,3,-0.125237191650854,18,700,57,-31
"230","Ohio State","Wisconsin",-16,0,1,-2,-6,-0.7,-31,-3,0.125,1,-2,-6,-0.7,-31,-3,0.125237191650854,-18,-1200,57,31
"231","Minnesota","Michigan State",-16,0,3,214.5,102.5,-0.399999999999999,-17.5,-0.5,-0.00700000000000001,3,292,135,0.600000000000001,-30,0,-0.114285714285714,-2,-120,51,27
"232","Michigan State","Minnesota",16,0,-3,-214.5,-102.5,0.399999999999999,17.5,0.5,0.00700000000000001,-3,-292,-135,-0.600000000000001,30,0,0.114285714285714,2,0,51,-27
"233","Michigan","Maryland",-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,-850,62.5,7
"234","Maryland","Michigan",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,550,62.5,-7
"235","Iowa","Rutgers",-51,0,0,-67,-18,0.8,-53,1,-0.099,2,20,136,3.2,-55,0,-0.049773755656109,-7,-300,35.5,17
"236","Rutgers","Iowa",51,0,0,67,18,-0.8,53,-1,0.099,-2,-20,-136,-3.2,55,0,0.049773755656109,7,250,35.5,-17
"237","Cincinnati","Indiana",-22,32.7249394673124,1,49,35,2.1,32,1,0.108,2,17,-6,2.9,34,2,0.15,-14,-800,54.5,21
"238","Indiana","Cincinnati",22,-32.7249394673124,-1,-49,-35,-2.1,-32,-1,-0.108,-2,-17,6,-2.9,-34,-2,-0.15,14,525,54.5,-21
"239","Florida Atlantic","Purdue",29,51.4283292978209,-0.167,103.167,-41.5,0.766999999999999,-39.667,0,-0.038,0,127,-189,-4,-56,0,-0.260815047021943,19.5,625,60.5,-2
"240","Purdue","Florida Atlantic",-29,-51.4283292978209,0.167,-103.167,41.5,-0.766999999999999,39.667,0,0.038,0,-127,189,4,56,0,0.260815047021943,-19.5,-1000,60.5,2
"241","Temple","UMass",-17,-2.7322033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.5,-370,44.5,28
"242","UMass","Temple",17,2.7322033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,285,44.5,-28
"243","Navy","East Carolina",22,0,-1,26.5,-143,2.3,-32,2,-0.352,-2,-46,-217,2.1,-54,3,-0.368298368298368,17.5,575,48.5,3
"244","East Carolina","Navy",-22,0,1,-26.5,143,-2.3,32,-2,0.352,2,46,217,-2.1,54,-3,0.368298368298368,-17.5,-900,48.5,-3
"245","North Texas","Memphis",20,18.7033898305085,-1.666,42.333,-17.333,-1.833,-12.667,1.667,-0.136,-3,-18,-73,-2.7,-40,2,-0.111904761904762,12.5,345,68.5,-10
"246","Memphis","North Texas",-20,-18.7033898305085,1.666,-42.333,17.333,1.833,12.667,-1.667,0.136,3,18,73,2.7,40,-2,0.111904761904762,-12.5,-470,68.5,10
"247","Southern Mississippi","Tulane",73,12.4288921315524,1,92,53,3.7,52,3,-0.115,1,92,53,3.7,52,3,-0.115384615384615,11.5,340,49.5,3
"248","Tulane","Southern Mississippi",-73,-12.4288921315524,-1,-92,-53,-3.7,-52,-3,0.115,-1,-92,-53,-3.7,-52,-3,0.115384615384615,-11.5,-460,49.5,-3
"249","South Alabama","Louisiana Tech",-56,-6.2744976989561,2.667,151,122.667,0.933000000000001,5,-2,0.113,3,151,52,-0.7,-30,-1,0.135265700483092,-12.5,-525,60,24
"250","Louisiana Tech","South Alabama",56,6.2744976989561,-2.667,-151,-122.667,-0.933000000000001,-5,2,-0.113,-3,-151,-52,0.7,30,1,-0.135265700483092,12.5,375,60,-24
"251","Utah","Arizona State",-61,0,0,51.5,69,-0.55,-51,0,0.0710000000000001,-1,4,46,1.8,-22,0,-0.025,-16,-625,52,21
"252","Arizona State","Utah",61,0,0,-51.5,-69,0.55,51,0,-0.0710000000000001,1,-4,-46,-1.8,22,0,0.025,16,430,52,-21
"253","California","Arizona",-1,0,-0.333,16,-28.167,-0.2,10.833,-1.833,0.039,0,72,-20,-0.0999999999999996,13,-3,-0.067567567567568,-4,-160,48,18
"254","Arizona","California",1,0,0.333,-16,28.167,0.2,-10.833,1.833,-0.039,0,-72,20,0.0999999999999996,-13,3,0.067567567567568,4,135,48,-18
"255","Washington","Stanford",-87,0,-1.5,-102,73,3.1,16,-3.5,0.0590000000000001,-2,-115,62,3.6,22,-4,0.028571428571429,-11.5,-550,61,18
"256","Stanford","Washington",87,0,1.5,102,-73,-3.1,-16,3.5,-0.0590000000000001,2,115,-62,-3.6,-22,4,-0.028571428571429,11.5,390,61,-18
"257","Colorado","UCLA",58,0,-1.167,-86.5,-271.167,-4.233,-16,-0.667,-0.276,0,-8,-181,-5,-7,-1,-0.25,21,800,58,-28
"258","UCLA","Colorado",-58,0,1.167,86.5,271.167,4.233,16,0.667,0.276,0,8,181,5,7,1,0.25,-21,-1600,58,28
"259","Oregon State","USC",12,0,0.5,-20.5,-77.5,0,5.5,1.5,-0.136,0,-55,-120,0.399999999999999,15,0,-0.157157157157158,7,220,68,-3
"260","USC","Oregon State",-12,0,-0.5,20.5,77.5,0,-5.5,-1.5,0.136,0,55,120,-0.399999999999999,-15,0,0.157157157157158,-7,-270,68,3
"261","Oregon","Washington State",-45,0,0.5,75.5,26,0.100000000000001,-6,-1,-0.023,2,64,-8,2.6,3,-1,-0.005882352941177,-6,-235,53.5,3
"262","Washington State","Oregon",45,0,-0.5,-75.5,-26,-0.100000000000001,6,1,0.023,-2,-64,8,-2.6,-3,1,0.005882352941177,6,195,53.5,-3
"263","Appalachian State","James Madison",9,0,1.667,-51,-74.667,-1.067,-8,0.333,-0.019,1,-100,-92,-0.299999999999999,-19,0,0.020779220779221,-9,-285,56.5,-4
"264","James Madison","Appalachian State",-9,0,-1.667,51,74.667,1.067,8,-0.333,0.019,-1,100,92,0.299999999999999,19,0,-0.020779220779221,9,235,56.5,4
"265","Troy","Marshall",-29,0,0.5,-152,-108.5,-1.05,-13.5,0,-0.0479999999999999,2,-145,-199,-1.2,-20,-2,-0.062588904694167,4,135,52.5,9
"266","Marshall","Troy",29,0,-0.5,152,108.5,1.05,13.5,0,0.0479999999999999,-2,145,199,1.2,20,2,0.062588904694167,-4,-160,52.5,-9
"267","Rice","Houston",49,18.7033898305085,-0.667,12,67,1.067,-24.667,1.333,0.0569999999999999,-2,-28,3,-0.4,-8,1,-0.015232974910395,17,575,57.5,-7
"268","Houston","Rice",-49,-18.7033898305085,0.667,-12,-67,-1.067,24.667,-1.333,-0.0569999999999999,2,28,-3,0.4,8,-1,0.015232974910395,-17,-900,57.5,7
"269","Arkansas State","Old Dominion",-5,0,1.667,33.667,83.667,1.233,-31,-0.667,0.188,2,6,46,1.7,-31,0,0.113672496025437,3.5,180,56.5,-3
"270","Old Dominion","Arkansas State",5,0,-1.667,-33.667,-83.667,-1.233,31,0.667,-0.188,-2,-6,-46,-1.7,31,0,-0.113672496025437,-3.5,-220,56.5,3
"271","Georgia State","Coastal Carolina",36,0,-0.5,-10.667,-25.833,-3.517,48.833,-1,-0.175,1,38,98,-1.2,41,-2,-0.032941176470588,1.5,110,64,-17
"272","Coastal Carolina","Georgia State",-36,0,0.5,10.667,25.833,3.517,-48.833,1,0.175,-1,-38,-98,1.2,-41,2,0.032941176470588,-1.5,-130,64,17
"273","Louisiana Monroe","Louisiana",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,300,54,4
"274","Louisiana","Louisiana Monroe",-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5,-400,54,-4
"275","Missouri","Georgia",48,0,-0.833,13.333,-195,-5.133,16.167,2.667,-0.177,-1,-75,-235,-3.8,25,2,-0.116666666666667,27.5,1325,55.5,-4
"276","Georgia","Missouri",-48,0,0.833,-13.333,195,5.133,-16.167,-2.667,0.177,1,75,235,3.8,-25,-2,0.116666666666667,-27.5,-6000,55.5,4
"277","Ole Miss","Kentucky",-7,0,3.667,222.334,137,-1.734,28,0.667,-0.021,3,205,56,-5.3,53,0,-0.150641025641025,-6,-270,55.5,3
"278","Kentucky","Ole Miss",7,0,-3.667,-222.334,-137,1.734,-28,-0.667,0.021,-3,-205,-56,5.3,-53,0,0.150641025641025,6,220,55.5,-3
"279","Arkansas","Alabama",25,0,1.333,93.333,65.667,2.933,-28.333,0.667,0.035,0,83,41,3.5,-70,1,-0.0607287449392709,16,550,61.5,-23
"280","Alabama","Arkansas",-25,0,-1.333,-93.333,-65.667,-2.933,28.333,-0.667,-0.035,0,-83,-41,-3.5,70,-1,0.0607287449392709,-16,-850,61.5,23
"281","Texas A&M","Mississippi State",-20,0,-0.333,42.333,-156.334,-0.533,1.667,-1.666,-0.158,0,117,54,2.1,25,-2,-0.047619047619047,2.5,145,46,-18
"282","Mississippi State","Texas A&M",20,0,0.333,-42.333,156.334,0.533,-1.667,1.666,0.158,0,-117,-54,-2.1,-25,2,0.047619047619047,-2.5,-170,46,18
"283","LSU","Auburn",-34,0,0.333,35.5,45.333,-1.317,-22.833,-0.5,0.045,1,124,199,-0.7,13,1,-0.072072072072072,-7.5,-310,45.5,4
"284","Auburn","LSU",34,0,-0.333,-35.5,-45.333,1.317,22.833,0.5,-0.045,-1,-124,-199,0.7,-13,-1,0.072072072072072,7.5,255,45.5,-4
"285","Buffalo","Miami (OH)",6,0,1,-8.666,117.334,1.933,-23.666,0.666,0.103,3,-15,220,6.9,-40,0,0.321234119782214,-1.5,-110,52.5,4
"286","Miami (OH)","Buffalo",-6,0,-1,8.666,-117.334,-1.933,23.666,-0.666,-0.103,-3,15,-220,-6.9,40,0,-0.321234119782214,1.5,-110,52.5,-4
"287","Kent State","Ohio",44,0,0.333,62,15.667,0.233000000000001,31.667,1.667,-0.115,1,123,107,1.5,45,-1,-0.0922413793103449,-7,-390,69,7
"288","Ohio","Kent State",-44,0,-0.333,-62,-15.667,-0.233000000000001,-31.667,-1.667,0.115,-1,-123,-107,-1.5,-45,1,0.0922413793103449,7,295,69,-7
"289","Bowling Green","Akron",-8,0,0.5,5,-51.5,-0.25,-44,-0.5,-0.013,1,25,56,1.2,-54,-1,0.059328968903437,-6.5,-400,52,3
"290","Akron","Bowling Green",8,0,-0.5,-5,51.5,0.25,44,0.5,0.013,-1,-25,-56,-1.2,54,1,-0.059328968903437,6.5,300,52,-3
"291","Central Michigan","Toledo",36,0,0.333,-25,43,0.199999999999999,23,-2,0.0399999999999999,-1,-34,-13,-1.1,27,0,0.007692307692308,6.5,230,58.5,-21
"292","Toledo","Central Michigan",-36,0,-0.333,25,-43,-0.199999999999999,-23,2,-0.0399999999999999,1,34,13,1.1,-27,0,-0.007692307692308,-6.5,-280,58.5,21
"293","Northern Illinois","Ball State",-7,0,0.833,-22,-116.167,0.717,-20.167,-0.333,-0.022,1,-30,-169,0.5,-50,-1,-0.16366612111293,-3.5,-160,60,-6
"294","Ball State","Northern Illinois",7,0,-0.833,22,116.167,-0.717,20.167,0.333,0.022,-1,30,169,-0.5,50,1,0.16366612111293,3.5,135,60,6
"295","UMass","Eastern Michigan",34,-26.286614173228,-2,26.75,-127.5,-4.95,19.5,-0.25,-0.228,-2,42,-68,-6.9,20,1,-0.208502024291498,20,775,56,-7
"296","Eastern Michigan","UMass",-34,26.286614173228,2,-26.75,127.5,4.95,-19.5,0.25,0.228,2,-42,68,6.9,-20,-1,0.208502024291498,-20,-1500,56,7
"297","Wake Forest","Florida State",42,0,-1.333,-73,-44.333,0.333,-5.666,0,0.00800000000000001,-4,-70,-83,0.299999999999999,-14,0,0.0767519466073411,6,210,66,10
"298","Florida State","Wake Forest",-42,0,1.333,73,44.333,-0.333,5.666,0,-0.00800000000000001,4,70,83,-0.299999999999999,14,0,-0.0767519466073411,-6,-250,66,-10
"299","Louisville","Boston College",-45,0,2.5,181.833,215.5,2.433,39,0,0.038,4,188,307,3.8,29,-1,0.0126436781609189,-16,-750,51,-1
"300","Boston College","Louisville",45,0,-2.5,-181.833,-215.5,-2.433,-39,0,-0.038,-4,-188,-307,-3.8,-29,1,-0.0126436781609189,16,500,51,1
"301","NC State","Clemson",31,0,-1,-31.5,-161.5,-1.4,8.5,1,-0.029,0,-77,-289,-2.4,-46,1,0.032520325203252,7,220,46,-10
"302","Clemson","NC State",-31,0,1,31.5,161.5,1.4,-8.5,-1,0.029,0,77,289,2.4,46,-1,-0.032520325203252,-7,-270,46,10
"303","North Carolina","Virginia Tech",-64,0,1,46.333,183.333,4.933,-4.334,-0.333,0.11,0,32,140,3.9,-68,0,0.074107142857143,-8.5,-320,57,31
"304","Virginia Tech","North Carolina",64,0,-1,-46.333,-183.333,-4.933,4.334,0.333,-0.11,0,-32,-140,-3.9,68,0,-0.074107142857143,8.5,260,57,-31
"305","Pittsburgh","Georgia Tech",-42,0,2,68.334,109,4.833,-12.666,0.333,0.027,2,114,-21,5.1,-31,-1,0.09375,-20,-2500,50.5,-5
"306","Georgia Tech","Pittsburgh",42,0,-2,-68.334,-109,-4.833,12.666,-0.333,-0.027,-2,-114,21,-5.1,31,1,-0.09375,20,1050,50.5,5
"307","Duke","Virginia",-46,0,1,37.333,134,4.5,-18.667,-2.334,0.198,0,-10,176,5.4,-71,-2,0.166666666666667,-1.5,-130,56,21
"308","Virginia","Duke",46,0,-1,-37.333,-134,-4.5,18.667,2.334,-0.198,0,10,-176,-5.4,71,2,-0.166666666666667,1.5,110,56,-21
"309","Georgia State","Army",7,9.6966887417219,-1.5,2.5,-2.75,-9.625,13.25,0.25,-0.082,-2,-101,-174,-7.7,-38,2,-0.162222222222222,9.5,265,58,17
"310","Army","Georgia State",-7,-9.6966887417219,1.5,-2.5,2.75,9.625,-13.25,-0.25,0.082,2,101,174,7.7,38,-2,0.162222222222222,-9.5,-330,58,-17
"311","Baylor","Oklahoma State",-12,0,-1.5,-23.5,-173,-1.45,16.5,-0.5,0.0690000000000001,-1,-74,-104,2.1,-39,-1,0.178137651821863,-2.5,-135,54.5,-11
"312","Oklahoma State","Baylor",12,0,1.5,23.5,173,1.45,-16.5,0.5,-0.0690000000000001,1,74,104,-2.1,39,1,-0.178137651821863,2.5,115,54.5,11
"313","Texas Tech","Kansas State",7,0,-1,-125.667,39.6660000000001,0.667000000000001,5.333,2,0.041,-2,-127,-30,-1,-6,0,0.0609243697479001,7.5,250,57.5,-9
"314","Kansas State","Texas Tech",-7,0,1,125.667,-39.6660000000001,-0.667000000000001,-5.333,-2,-0.041,2,127,30,1,6,0,-0.0609243697479001,-7.5,-300,57.5,9
"315","West Virginia","Texas",64,0,-0.333,9.334,23.333,-1.234,15.667,1,-0.018,-1,69,-5,-2.4,28,-1,0,10,240,62,-18
"316","Texas","West Virginia",-64,0,0.333,-9.334,-23.333,1.234,-15.667,-1,0.018,1,-69,5,2.4,-28,1,0,-10,-290,62,18
"317","Kansas","Iowa State",-14,0,1.667,108.667,86.3339999999999,2.933,-4.334,-1.667,-0.001,0,138,178,6.2,5,-1,0.18719806763285,3,140,58,3
"318","Iowa State","Kansas",14,0,-1.667,-108.667,-86.3339999999999,-2.933,4.334,1.667,0.001,0,-138,-178,-6.2,-5,1,-0.18719806763285,-3,-165,58,-3
"319","BYU","Utah State",-47,-13.5615384615385,1,14.667,-2,0.533,-12.333,-6,0.0309999999999999,1,92,104,2.5,16,-6,0.121212121212121,-24,-4500,60.5,12
"320","Utah State","BYU",47,13.5615384615385,-1,-14.667,2,-0.533,12.333,6,-0.0309999999999999,-1,-92,-104,-2.5,-16,6,-0.121212121212121,24,1250,60.5,-12
"321","San Diego State","Boise State",29,0,0,47.334,-39.667,-1.533,23.333,-0.333,-0.1,2,133,105,0,82,1,0.159313725490196,5.5,210,40,-22
"322","Boise State","San Diego State",-29,0,0,-47.334,39.667,1.533,-23.333,0.333,0.1,-2,-133,-105,0,-82,-1,-0.159313725490196,-5.5,-250,40,22
"323","San José State","Wyoming",2,0,1,-66.25,55.25,2.425,15.75,-0.5,0.0559999999999999,1,4,119,3.6,47,1,0.102171136653896,-1,-115,43.5,17
"324","Wyoming","San José State",-2,0,-1,66.25,-55.25,-2.425,-15.75,0.5,-0.0559999999999999,-1,-4,-119,-3.6,-47,-1,-0.102171136653896,1,-105,43.5,-17
"325","UNLV","New Mexico",-17,0,1,30.333,115.334,0.567,8.667,-1,0.0570000000000001,1,-85,21,1.2,0,-2,-0.00679117147707908,-16,-850,45.5,11
"326","New Mexico","UNLV",17,0,-1,-30.333,-115.334,-0.567,-8.667,1,-0.0570000000000001,-1,85,-21,-1.2,0,2,0.00679117147707908,16,550,45.5,-11
"327","Navy","Air Force",51,-16.293741851369,-2.333,-152.667,-90.167,-0.433,-17.5,1,0.111,-4,-270,-198,-12.9,-45,1,0.303030303030303,16,475,38,-3
"328","Air Force","Navy",-51,16.293741851369,2.333,152.667,90.167,0.433,17.5,-1,-0.111,4,270,198,12.9,45,-1,-0.303030303030303,-16,-700,38,3
"329","Connecticut","Fresno State",34,-13.5615384615385,-0.5,-51,-254.5,-2.7,-21,1,0.177,0,-67,-219,-3.1,4,0,0.142105263157895,24,1050,56,5
"330","Fresno State","Connecticut",-34,13.5615384615385,0.5,51,254.5,2.7,21,-1,-0.177,0,67,219,3.1,-4,0,-0.142105263157895,-24,-2500,56,-5
"331","Maryland","Michigan State",-25,0,1.666,75,82.333,0.266000000000001,26,0,0.0459999999999999,1,90,157,0.4,-60,0,-0.100909842845327,-7.5,-290,59.5,14
"332","Michigan State","Maryland",25,0,-1.666,-75,-82.333,-0.266000000000001,-26,0,-0.0459999999999999,-1,-90,-157,-0.4,60,0,0.100909842845327,7.5,240,59.5,-14
"333","Iowa","Michigan",23,0,-0.667,-126.667,-208.333,-2.233,18.333,0,-0.149,-1,-114,-186,0.199999999999999,35,-1,-0.0452488687782799,10,300,43,-13
"334","Michigan","Iowa",-23,0,0.667,126.667,208.333,2.233,-18.333,0,0.149,1,114,186,-0.199999999999999,-35,1,0.0452488687782799,-10,-400,43,13
"335","Northwestern","Penn State",91,0,-1.083,-53.417,3.16699999999997,-0.792,5.333,1.75,-0.023,0,-59,-39,-0.3,17,2,-0.0244755244755239,25.5,1450,52.5,-10
"336","Penn State","Northwestern",-91,0,1.083,53.417,-3.16699999999997,0.792,-5.333,-1.75,0.023,0,59,39,0.3,-17,-2,0.0244755244755239,-25.5,-8000,52.5,10
"337","Nebraska","Indiana",-32,0,2,103.334,57.667,2.033,-12,-0.333,0.114,0,95,-21,1.1,-18,-1,0.20772238514174,-3.5,-230,61.5,14
